Event Description,Year,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Geographic Areas,NERC Region,Demand Loss (MW),Number of Customers Affected,Tags
Indequate Electric Resources to Serve Load/Public Appeal,2008,7/22/08,2:00 p.m.,7/24/08,5:09 a.m.,Texas Panhandle and Southeastern New Mexico,SPP,N/A,-,"load shedding, public appeal"
Severe Thunderstorms,2008,7/22/08,3:00 a.m.,7/23/08,3:30 a.m.,Southwest Ohio,RFC,N/A,"56,000","severe weather, thunderstorm"
Storm,2008,7/21/08,12:49 a.m.,7/22/08,6:00 p.m.,"Sioux City, Carroll, Des Moines, Iowa City, and Davenport Iowa, Rock Island, Moline, and Surrounding Area of Illinois",MRO,170,"185,000","severe weather, storm"
Unit Tripped,2008,7/10/08,2:22 p.m.,7/10/08,5:21 p.m.,"San Francisco Bay Area, California",WECC,240,-,generator trip
Heat Wave/Potential Fire Threat/Made Public Appeals,2008,7/7/08,12:15 p.m.,7/10/08,5:00 p.m.,ISO Balancing Area,WECC,0,0,"severe weather, heat, public appeal"
Fuel Supply Deficiency,2008,7/2/08,4:00 p.m.,Ongoing,Ongoing,Restricted Hydroelectric Capability,WECC,-,-,fuel supply emergency
Thunderstorms,2008,7/2/08,8:00 p.m.,7/3/08,3:00 a.m.,Southeastern Michigan (DTE Service Territory),RFC,N/A,"56,000","severe weather, thunderstorm"
Severe Weather,2008,7/2/08,3:00 p.m.,7/6/08,12:00 p.m.,Lower 2/3 of Michigan's Lower Peninsula,RFC,125,"239,663",severe weather
Wild Land Fire,2008,7/2/08,7:16 p.m.,7/2/08,11:28 p.m.,"Santa Barbara County, California, near Goleta",WECC,208,"200,000",wild fire
Brush Fire/Lines Loss/Transmission Emergency Declared,2008,7/2/08,7:36 p.m.,7/3/08,1:10 a.m.,Goleta and Santa Barbara Areas of Southern California,WECC,119,"37,784",wild fire
Unit Tripped,2008,7/1/08,7:31 a.m.,7/1/08,12:00 p.m.,"San Francisco Bay Area, California",WECC,160,-,generator trip
Severe Wind Storm,2008,6/27/08,4:30 p.m.,6/27/08,5:30 p.m.,"Omaha, Nebraska (Metro Area)",MRO,650,"126,000","severe weather, wind"
Thunderstorms,2008,6/26/08,5:00 p.m.,6/26/08,9:30 p.m.,Southeastern Michigan (DTE Service Territory),RFC,N/A,"53,000","severe weather, thunderstorm"
Transmission Equipment Failure/Load Shedding,2008,6/23/08,4:52 p.m.,6/23/08,11:28 p.m.,"Pinellas County, Florida",FRCC,113,"32,593","load shedding, equipment failure"
Fire/Breaker Failure,2008,6/23/08,1:44 p.m.,6/23/08,1:45 p.m.,Northcentral Indiana,RFC,425,N/A,equipment failure
Lightning Stirke/Uncontrolled Loss of Load,2008,6/22/08,4:55 p.m.,6/22/08,5:05 p.m.,Northwest Indiana,RFC,650,N/A,"severe weather, thunderstorm"
Electrical System Separation/Severe Lightning Storms,2008,6/21/08,3:09 p.m.,6/21/08,6:53 p.m.,"Near Rogers Flat, California",WECC,3,477,"severe weather, thunderstorm, islanding"
Severe Thunderstorms,2008,6/17/08,9:01 a.m.,6/19/08,8:30 p.m.,"North, Central and East Texas",TRE,N/A,"234,393","severe weather, thunderstorm"
Thunderstorms/Uncontrolled Loss of Load,2008,6/17/08,8:40 p.m.,6/17/08,11:00 p.m.,"Texas Panhandle and Texas South Plains Regions, and Oklahoma Panhandle",TRE,276,"37,330","severe weather, thunderstorm, uncontrolled loss"
Electrical System Separation/Severe Thunderstorms,2008,6/17/08,8:35 p.m.,6/18/08,1:55 a.m.,Southwestern Public Service Company Operating in the Panhandle of Texas and New Mexico,SPP,560,"18,000","severe weather, thunderstorm, islanding"
Thunderstorms,2008,6/16/08,4:15 p.m.,6/16/08,11:19 p.m.,Northern Virginia,SERC,"800-1,000","115,000","severe weather, thunderstorm"
Electrical System Separation,2008,6/15/08,7:06 p.m.,6/15/08,8:42 p.m.,"City of Crawfordsville, Indiana",RFC,57,"9,700",islanding
Severe Weather,2008,6/15/08,8:00 a.m.,6/15/08,8:00 p.m.,The Entire ComEd Territory,RFC,N/A,"165,000",severe weather
Flooding and Uncontrolled Loss,2008,6/12/08,3:30 p.m.,6/18/08,4:00 p.m.,East Central Iowa,RFC,200,"21,000","severe weather, flooding, uncontrolled loss"
Uncontrolled Loss,2008,6/11/08,1:15 p.m.,6/11/08,2:05 p.m.,New York State,NPCC,200,"61,000",uncontrolled loss
Storm,2008,6/10/08,11:00 p.m.,6/11/08,9:00 a.m.,All Six New England States,NPCC,50,"60,000","severe weather, storm"
Inadequate Electric Resources to Serve Load,2008,6/10/08,2:00 p.m.,6/10/08,6:00 p.m.,Entergy System,SERC,300,19,load shedding
Severe Storm,2008,6/10/08,11:00 a.m.,6/13/08,5:30 p.m.,Upstate New York,NPCC,400,"68,000","severe weather, storm"
Severe Thunderstorms,2008,6/10/08,7:00 p.m.,6/14/08,3:59 p.m.,"Chester, Montgomery, Delaware, Philadelphia and Bucks County, Pennsylvania",RFC,N/A,"198,000","severe weather, thunderstorm"
Severe Storms,2008,6/10/08,6:00 p.m.,6/14/08,11:30 a.m.,"Bergen, Essex and Hudson Counties, New Jersey",RFC,N/A,"248,800","severe weather, storm"
Fire/Breaker Failure,2008,6/9/08,2:52 p.m.,6/9/08,8:25 p.m.,"Area Around West Orange Switching Station, New Jersey",RFC,215,"75,654",equipment failure
Indequate Electric Resources to Serve Load,2008,6/9/08,2:00 p.m.,6/9/08,7:00 p.m.,Entergy System,SERC,300,19,load shedding
Severe Weather,2008,6/8/08,9:30 a.m.,6/9/08,7:00 a.m.,The Entire ComEd Territory,RFC,N/A,"125,000",severe weather
Severe Storm,2008,6/8/08,6:00 p.m.,6/16/08,11:30 p.m.,Southwestern Michigan (DECO Service Territory),RFC,500,"150,000","severe weather, storm"
Lightning Storm,2008,6/6/08,3:18 p.m.,6/12/08,8:00 a.m.,Lower 2/3 of Michigan's Lower Peninsula,RFC,100,"358,000","severe weather, thunderstorm"
Thunderstorms,2008,6/4/08,3:04 p.m.,6/5/08,9:30 p.m.,Northern Virginia,SERC,850,"253,800","severe weather, thunderstorm"
Severe Storms,2008,6/4/08,3:00 p.m.,6/7/08,5:30 a.m.,Entire BGE Service Territory,RFC,N/A,"108,000","severe weather, storm"
Load Shedding/Voltage Reduction,2008,6/4/08,3:14 p.m.,6/4/08,3:46 p..m.,Island of Puerto Rico,PR,90,"100,948","load shedding, voltage reduction"
Lightning Storm,2008,6/4/08,3:00 p.m.,6/5/08,1:00 a.m.,"Montgomery, Prince Georges,  Maryland, Washington, D.C.",RFC,N/A,"249,408","severe weather, thunderstorm"
Severe Weather,2008,6/3/08,5:00 p.m.,6/7/08,11:00 p.m.,"Maryland, West Virginia, Virginia",RFC,634,"157,168",severe weather
"Load Shedding, Inadequate Electric Resources to Serve Load",2008,5/30/08,2:05 p.m.,5/30/08,8:00 p.m.,South Louisiana,SERC,200-250,N/A,load shedding
Severe Thunderstorms,2008,5/30/08,10:00 p.m.,6/4/08,11:59 p.m.,"Northeastern Marion County, Indiana",RFC,N/A,"70,000","severe weather, thunderstorm"
Severe Storms,2008,5/30/08,9:30 a.m.,5/30/08,11:00 p.m.,Northern and Western Counties of Illinois,RFC,N/A,"109,000","severe weather, storm"
Lightning Storm,2008,5/27/08,2:02 p.m.,5/27/08,3:52 p.m.,South West Connecticut,NPCC,130,"56,400","severe weather, thunderstorm"
Severe Storm,2008,5/12/08,12:01 a.m.,5/14/08,12:00 a.m.,"Cape May, Cumberland, Gloucester, Salem, Camden, Atlantic, Burliington  Counties, New Jersey",RFC,55,"135,000","severe weather, storm"
Electric System Separation,2008,5/11/08,4:50 p.m.,5/11/08,8:43 p.m.,"City of Crawfordsville, Indiana",RFC,47,"9,700",islanding
Severe Thunderstorms,2008,5/11/08,6:00 a.m.,5/12/08,2:30 p.m.,Georgia,SERC,100,"80,539","severe weather, thunderstorm"
Load Shedding,2008,5/8/08,10:21 a.m.,5/8/08,12:56 a.m.,California,WECC,483,0,load shedding
Severe Weather,2008,4/9/08,4:00 p.m.,4/13/08,1:15 a.m.,"North, Central and East Texas",TRE,N/A,"488,689",severe weather
Severe Thunderstorms,2008,4/4/08,12:31 p.m.,4/4/08,5:00 p.m.,"Arkansas, North Louisiana, Mississippi",SERC,N/A,"122,600","severe weather, thunderstorm"
Major Storm,2008,3/15/08,8:55 p.m.,3/16/08,8:30 p.m.,Parts of Alabama and Georgia,SERC,200,"157,744","severe weather, storm"
Windstorm,2008,3/8/08,2:14 p.m.,3/8/08,9:59 p.m.,Virginia and Eastern Part of North Carolina,SERC,210,"141,130","severe weather, wind"
Severe Weather,2008,3/8/08,4:00 p.m.,3/10/08,1:44 p.m.,"Chester, Montgomery, Delaware, Philadelphia and Bucks County, Pennsylvania",RFC,N/A,"168,449",severe weather
Thunderstorms,2008,3/4/08,9:30 p.m.,3/4/08,10:45 p.m.,North and South Carolina,SERC,300,"55,267","severe weather, thunderstorm"
Transmission Equipment Failure,2008,2/26/08,1:09 p.m.,2/26/08,4:11 p.m.,Primary Dade County Florida,FRCC,"3,200","584,384","equipment failure, transmission interruption"
Under Frequency/Load Shedding,2008,2/26/08,1:10 p.m.,2/26/08,3:45 p.m.,"The entire PEF system was affected, including the following counties: Alachua, Bay, Citrus, Columbia, Dixie, Franklin, Gilchrist, Gulf, Hamilton, Hardee, Hernando, Highlands, Jefferson, Lafayette, Lake, Levy, Madison, Marion, Orange, Osecola, Pasco, Pinellas, Polk, Seminole, Sumter, Suwannee, Taylor, Volusia, Wakulla.",FRCC,500,"150,000",load shedding
Thunderstorms,2008,2/26/08,5:00 a.m.,2/26/08,3:00 p.m.,Southern Service Area/Alabama and Georgia,SERC,484,"145,380","severe weather, thunderstorm"
Under Frequency/Load Shedding,2008,2/26/08,1:09 p.m.,2/26/08,2:40 p.m.,Tampa Electric Service Territory,FRCC,318,"53,965",load shedding
Under Frequency/Load Shedding,2008,2/26/08,1:09 p.m.,2/26/08,2:10 p.m.,Various Cities in Florida,FRCC,140,"47,661",load shedding
Shed Firm Load,2008,2/26/08,1:09 p.m.,2/26/08,1:47 p.m.,FRCC Region-West Coast Florida,FRCC,120,"56,000",load shedding
Fuel Supply Deficiency,2008,2/25/08,8:00 a.m.,3/12/08,8:00 a.m.,Restricted Coal Capability,RFC,N/A,0,fuel supply emergency
Electrical System Separation,2008,2/15/08,3:06 p.m.,2/15/08,7:36 p.m.,"Antioch, California",WECC,10,"10,008",islanding
Load Shedding,2008,2/14/08,8:15 a.m.,2/14/08,10:46 a.m.,Utah,WECC,"2,818","74,031",load shedding
Ice Storm,2008,2/13/08,6:43 p.m.,2/14/08,12:00 p.m.,State of Maine,NPCC,50,"50,462","severe weather, winter storm"
Severe Weather,2008,2/12/08,3:00 p.m.,2/15/08,5:00 p.m.,"Arkansas, Mississippi, Louisiana",SERC,N/A,"54,000",severe weather
Severe Weather,2008,2/10/08,4:00 a.m.,2/12/08,8:43 p.m.,"Southwestern Pennsylvania, West Virginia, Virginia, Maryland",RFC,412,"100,969",severe weather
High Winds,2008,2/10/08,11:00 a.m.,2/14/08,5:05 p.m.,Virginia and West Virginia Area of AEP,RFC,N/A,"97,342","severe weather, wind"
High Winds,2008,2/10/08,6:02 p.m.,2/11/08,4:00 a.m.,"Greenboro, North Carolina and I-40 Corridor",SERC,300,"50,718","severe weather, wind"
High Winds,2008,2/10/08,2:06 p.m.,2/10/08,11:36 p.m.,Dominion Service Territory,SERC,170,"114,618","severe weather, wind"
High Winds,2008,2/10/08,11:00 a.m.,2/10/08,11:36 p.m.,"Virginia, West Virginia, Ohio, Pennsylvania",RFC,N/A,"212,560","severe weather, wind"
Electrical System Separation,2008,2/9/08,11:59 a.m.,2/9/08,3:33 p.m.,"Near Arnold, California",WECC,0,0,islanding
Severe Weather,2008,2/6/08,9:00 a.m.,2/6/08,11:00 a.m.,Mid to West Tennessee,SERC,N/A,"57,000",severe weather
Severe Weather,2008,2/5/08,10:00 p.m.,2/6/08,3:00 a.m.,State of Kentucky,SERC,N/A,"76,000",severe weather
Equipment Faulted,2008,2/2/08,3:58 a.m.,2/2/08,4:27 p.m.,"San Francisco Bay Area, California",WECC,N/A,-,equipment failure
Equipment Faulted,2008,2/1/08,6:00 a.m.,2/1/08,7:49 a.m.,"San Francisco Bay Area, California",WECC,N/A,-,equipment failure
High Winds,2008,1/30/08,3:06 a.m.,2/1/08,2:50 p.m.,"Western, New York",NPCC,50,"54,316","severe weather, wind"
Severe Thunderstorms,2008,1/29/08,4:00 p.m.,2/3/08,8:00 a.m.,"Arkansas, Mississippi, North Louisiana",SERC,N/A,"110,000","severe weather, thunderstorm"
Wind/Ice Storm,2008,1/29/08,10:00 p.m.,2/1/08,6:30 p.m.,Southeastern Michigan,RFC,N/A,"86,915","severe weather, winter storm"
High Winds,2008,1/29/08,11:23 p.m.,1/30/08,12:48 a.m.,"South Metropolitan Areas of Dayton, OHio",RFC,380,"45,000","severe weather, wind"
Exciter Faulted,2008,1/29/08,5:00 a.m.,1/29/08,12:17 p.m.,"San Francisco Bay Area, California",WECC,N/A,-,equipment failure
Winter Storm,2008,1/4/08,4:00 a.m.,1/14/08,5:00 p.m.,Northern California,WECC,500,"2,606,931","severe weather, winter storm"
Severe Storm,2008,1/4/08,7:47 a.m.,1/4/08,4:30 p.m.,Sacramento County,WECC,300,"150,000","severe weather, storm"
Severe Storm,2007,12/23/07,1:00 a.m.,12/23/07,9:00 p.m.,The Entire ComEd Service Territory,RFC,N/A,"237,000","severe weather, storm"
Winter Storm,2007,12/23/07,5:30 a.m.,12/25/07,6:07 p.m.,Lower 2/3 of Michigan Lower Peninsula,RFC,50,"134,288","severe weather, winter storm"
Voltage Reduction,2007,12/11/07,8:57 p.m.,12/11/07,9:22 p.m.,Island of Puerto Rico,PR,0,0,voltage reduction
Ice Storm,2007,12/11/07,4:00 a.m.,12/20/07,3:30 p.m.,Eastern half of the State of Kansas,MRO,500,"95,000","severe weather, winter storm"
Ice Storm,2007,12/10/07,3:08 a.m.,12/19/07,8:00 a.m.,"Tulsa, Oklahoma",SPP,N/A,"256,663","severe weather, winter storm"
Voltage Reduction,2007,12/4/07,2:16 p.m.,12/4/07,5:53 p.m.,Island of Puerto Rico,PR,0,0,voltage reduction
Voltage Reduction/Made Public Appeal/Fuel Deficiency,2007,12/1/07,6:04 p.m.,12/2/07,10:00 p.m.,State of Maine,NPCC,0,0,"fuel supply emergency, public appeal, voltage reduction"
Tropical Storm,2007,11/3/07,6:00 p.m.,11/4/07,6:00 a.m.,"Eastern Massachusetts, Rhode Island, Cape Cod",NPCC,100,"62,843","severe weather, hurricane/tropical storm"
Brush Fire/Load Shedding,2007,10/26/07,6:44 a.m.,10/26/07,10:46 a.m.,Southern Califonia,WECC,280,"20,345","wild fire, load shedding"
Load Shedding,2007,10/26/07,6:44 a.m.,10/26/07,10:43 a.m.,"Riverside, California",WECC,240,"104,000",load shedding
Brush Fire/Load Shedding,2007,10/22/07,2:06 p.m.,10/22/07,2:43 p.m.,"San Diego County, California",WECC,199,"68,780","wild fire, load shedding"
Brush Fire/Load Shedding,2007,10/22/07,2:05 p.m.,10/22/07,2:22 p.m.,Southern California,WECC,700,"300,000","wild fire, load shedding"
Brush Fire/Load Shedding/Implemented Emergency Alert,2007,10/22/07,2:01 p.m.,10/22/07,2:22 p.m.,Southern California,WECC,451,"90,323","wild fire, load shedding"
High Winds,2007,10/18/07,3:00 p.m.,10/22/07,11:36 a.m.,Western Washington,WECC,N/A,"160,000","severe weather, wind"
Unit Tripped,2007,9/24/07,1:38 p.m.,9/24/07,4:26 p.m.,Southwest Michigan,RFC,320,N/A,generator trip
Electrical System Separation/Load Shedding/ Implemented Emergency Alert/Severe Storms,2007,9/18/07,5:15 a.m.,9/18/07,6:30 a.m.,"Minnesota, North Dakota, Manitoba",MRO,"8,000-10,000","GRE (1,900) Total 11,175","severe weather, storm, islanding, load shedding"
Electrical System Separation/Load Shedding/ Implemented Emergency Alert/Severe Storms,2007,9/18/07,5:14 a.m.,9/18/07,6:10 a.m.,"Minnesota, Wisconsin, North Dakota, South Dakota and Michigan",MRO,16,"6,000","severe weather, storm, islanding, load shedding"
Electrical System Separation/Load Shedding/ Implemented Emergency Alert/ Severe Storms,2007,9/18/07,5:15 a.m.,9/18/07,12:00 a.m.,"Manitoba, Minnesota, North Dakota, Portions of South Dakota and Wisconsin.  Midwest ISO's Market subregions: OTP, NSP, GRE, ALTW, MP",RFC,"8,000-10,000","11,175","severe weather, storm, islanding, load shedding"
Electrical System Separation,2007,9/17/07,7:01 p.m.,9/17/07,7:48 p.m.,"City of Crawfordsville, Indiana",RFC,50,"9,600",islanding
Hurricane Humberto,2007,9/13/07,4:00 a.m.,9/14/07,7:00 a.m.,"Between Galveston and Beaumont, Texas",SPP,N/A,"118,000","severe weather, hurricane/tropical storm"
Fuel Supply Deficiency,2007,9/6/07,8:00 p.m.,Ongoing,Ongoing,Hydro Electric System,WECC,N/A,N/A,fuel supply emergency
Severe Weather/Transmission Fault-Units Tripped,2007,9/5/07,7:53 a.m.,9/5/07,1:11 p.m.,"Central Texas, ERCOT Grid",ERCOT,"1,084",N/A,"severe weather, transmission interruption"
High Temperatures/Made Public Appeals,2007,9/4/07,8:30 a.m.,9/4/07,3:30 p.m.,"San Diego County, Southern Orange County, California",WECC,N/A,N/A,"severe weather, heat, public appeal"
High Temperatures/Made Public Appeals,2007,9/3/07,12:30 p.m.,9/3/07,5:30 p.m.,"San Diego County, Southern Orange County, California",WECC,N/A,N/A,"severe weather, heat, public appeal"
Declared Energy Emergency Alert 1/Heat wave,2007,8/31/07,12:45 p.m.,8/31/07,8:00 p.m.,CAISO Controlled Grid,WECC,N/A,N/A,"severe weather, heat"
Made Public Appeal,2007,8/29/07,4:00 p.m.,8/30/07,6:00 p.m.,CAISO Controlled Grid,WECC,N/A,N/A,public appeal
Shed Load,2007,8/29/07,1:53 p.m.,8/29/07,2:57 p.m.,Modesto California and the Surrounding Areas,WECC,180,"26,000",load shedding
Severe Storm,2007,8/24/07,6:00 p.m.,8/28/07,6:30 a.m.,Southeastern Michigan,RFC,N/A,"75,000","severe weather, storm"
Severe Storms,2007,8/23/07,4:00 p.m.,8/28/07,10:49 p.m.,Northern Illinois,RFC,N/A,"629,590","severe weather, storm"
Severe Thunderstorms,2007,8/19/07,11:34 p.m.,8/20/07,1:10 a.m.,Central and Eastern Virginia,SERC,100,"58,500","severe weather, thunderstorm"
Severe Weather,2007,8/16/07,9:30 p.m.,8/17/07,10:49 p.m.,Virginia and Eastern North Carolina - Primarily in Central Virginia,SERC,200,"93,300",severe weather
Declared Energy Emergency Alert2/Heat Wave,2007,8/14/07,2:00 p.m.,8/14/07,6:00 p.m.,"CSWS Control Area of Southwest Power Pool Parts of Oklahoma, Texas, Louisiana, Arkansas",SPP,20,-,"severe weather, heat"
Severe Thunderstorm,2007,8/13/07,1:30 a.m.,8/14/07,12:00 a.m.,State of Missouri,SERC,N/A,"63,000","severe weather, thunderstorm"
Made Public Appeal,2007,8/10/07,12:20 p.m.,8/10/07,9:00 p.m.,Portions of North Carolina and South Carolina,SERC,N/A,N/A,public appeal
Made Public Appeal,2007,8/9/07,12:45 p.m.,8/9/07,9:00 p.m.,Portions of North Carolina and South Carolina,SERC,N/A,N/A,public appeal
Severe Thunderstorms,2007,8/9/07,2:53 p.m.,8/9/07,4:11 p.m.,"Highland Area of Pittsburgh, Pennsylvania",RFC,90,"55,000","severe weather, thunderstorm"
Made Public Appeal,2007,8/8/07,1:00 p.m.,8/8/07,9:00 p.m.,Portions of North Carolina and South Carolina,SERC,N/A,N/A,public appeal
Voltage Reduction/Made Public Appeal,2007,8/8/07,3:56 p.m.,8/8/07,5:59 p.m.,Mid-Altantic Region of PJM,RFC,N/A,N/A,"voltage reduction, public appeal"
Major Storm,2007,7/19/07,3:00 p.m.,7/22/07,11:30 p.m.,Southwestern Region of Service Territory,RFC,-,"60,000","severe weather, storm"
Major Storms,2007,7/19/07,3:50 p.m.,7/19/07,10:15 p.m.,"North, East and Central Virginia",SERC,72,"107,000","severe weather, storm"
Severe Weather,2007,7/18/07,6:00 p.m.,7/19/07,2:00 a.m.,Northern Counties of Illinois,RFC,300,"135,000",severe weather
Fire/Load Shedding,2007,7/16/07,4:17 p.m.,7/16/07,9:00 p.m.,"St. George, Utah",WECC,306,-,"wild fire, load shedding"
Major Storms,2007,7/10/07,11:00 a.m.,7/12/07,6:00 a.m.,Eastern New York,NPCC,650,"300,000","severe weather, storm"
Electrical Separation/Load Shedding/Made Public Appeal,2007,7/6/07,5:18 p.m.,7/6/07,6:20 p.m.,Southeast Idaho and Eastern Oregon,WECC,60,0,"islanding, load shedding, public appeal"
Severe Storm,2007,7/5/07,7:00 p.m.,7/8/07,7:00 a.m.,Southeastern Michigan,RFC,-,"69,000","severe weather, storm"
Public Appeal,2007,7/3/07,10:59 a.m.,7/5/07,6:00 p.m.,CAISO Controlled Grid,WECC,N/A,N/A,public appeal
Loss of Load,2007,6/29/07,9:23 a.m.,6/29/07,10:09 a.m.,Metropolitan Phoenix Area,WECC,399,"98,700",load shedding
Loss of Load,2007,6/27/07,3:42 p.m.,6/27/07,4:30 p.m.,New York State,NPCC,460,-,load shedding
Lightning,2007,6/27/07,3:41 p.m.,6/27/07,4:30 p.m.,"Northern Manhattan NY (Yorkville) and SW Bronx (Motthaven, Melrose, High Bridge Sections)",NPCC,460,"137,000","severe weather, thunderstorm"
Load Shedding,2007,6/5/07,10:56 a.m.,6/5/07,11:51 a.m.,Southwest Idaho and Eastern Oregon,WECC,424,"80,000",load shedding
Fuel Supply Deficiency,2007,6/1/07,1:00 p.m.,Ongoing,Ongoing,Restricted Hydroelectric Capability,WECC,-,-,fuel supply emergency
Unit Tripped,2007,5/21/07,1:48 p.m.,5/21/07,4:50 p.m.,"San Franscisco Bay Area, California",WECC,140,-,generator trip
Severe Storm,2007,5/16/07,6:00 p.m.,5/19/07,5:00 a.m.,All of Connecticut,NPCC,-,"67,000","severe weather, storm"
Severe Thunderstorms,2007,5/15/07,3:00 p.m.,5/17/07,7:00 a.m.,Southeastern Michigan,RFC,500,"66,000","severe weather, thunderstorm"
Unit Tripped,2007,5/14/07,11:15 a.m.,5/14/07,1:50 p.m.,"San Francisco Bay Area, California",WECC,150,-,generator trip
Unit Tripped,2007,5/10/07,9:57 a.m.,5/10/07,1:47 p.m.,"San Francisco Bay Area, California",WECC,150,-,generator trip
Severe Storms,2007,5/2/07,1:30 p.m.,5/3/07,8:00 p.m.,"North Texas, Dallas Fort Worth Metroplex and Surrounding Counties, South to Waco and North to Red River",ERCOT,-,"300,000","severe weather, storm"
High Winds,2007,4/16/07,2:04 p.m.,4/16/07,7:03 p.m.,"North, East and Central Virginia/Parts of Northeast North Carolina",SERC,90,"242,000","severe weather, wind"
Severe Thunderstorms,2007,4/16/07,8:00 a.m.,4/16/07,7:00 p.m.,New Hampshire,NPCC,-,"102,568","severe weather, thunderstorm"
HIgh Winds,2007,4/16/07,11:00 a.m.,4/16/07,7:00 p.m.,North and South Carolina,SERC,-,"33,000","severe weather, wind"
Severe Thunderstorms,2007,4/16/07,2:00 p.m.,4/18/07,5:00 p.m.,Central Maryland - Baltimore City and surrounding Counties,RFC,160,"138,000","severe weather, thunderstorm"
Heavy Snow Storm,2007,4/16/07,10:14 a.m.,4/18/07,10:18 p.m.,Southern and Coastal Maine,NPCC,-,"127,545","severe weather, winter storm"
High Winds,2007,4/14/07,9:00 a.m.,4/14/07,11:00 a.m.,"Massachusetts, New Hampshire, Rhode Island",NPCC,65-80,"70,000","severe weather, wind"
High Winds,2007,4/12/07,12:32 a.m.,4/12/07,9:02 p.m.,"City of Los Angeles, California",WECC,200,"158,977","severe weather, wind"
Trip of a Unit,2007,4/12/07,9:09 a.m.,4/12/07,11:23 a.m.,"San Francisco Bay Area, California",WECC,130,-,generator trip
Heavy Snow Storm,2007,4/5/07,9:20 p.m.,4/6/07,1:10 p.m.,Southern and Coastal Maine,NPCC,-,"117,142","severe weather, winter storm"
